Key,filename & rawValue,enkaId,sortId,en,chs,cht,jp,kr,fr,it,ru,de,vi
$asset.nameCard:UI_NameCardPic_Daoqi1_P,UI_NameCardPic_Daoqi1_P,210090,86,Inazuma: Kujou Insignia,稻妻·九条之纹,稻妻·九條之紋,稲妻·九条の紋,이나즈마·쿠죠의 문양,Inazuma - Insigne de Kujou,Inazuma: Emblema dei Kujou,Герб Кудзё,Inazuma – Kujou-Wappen,Inazuma- Hoa Văn Kujou
$asset.nameCard:UI_NameCardPic_TheatreMechanicus2_P,UI_NameCardPic_TheatreMechanicus2_P,210091,87,Celebration: Wondrous Calculation,庆典·妙算,慶典·妙算,祭典·妙算,축제·묘책,Célébration - Ingéniosité,Celebrazione: Ingegnosità,Великолепный расчёт,Feierlichkeit – Erstaunliche Voraussicht,Lễ Hội - Thần Cơ Diệu Toán
$asset.nameCard:UI_NameCardPic_Shougun_P,UI_NameCardPic_Shougun_P,210092,88,Raiden Shogun: Enlightenment,雷电将军·开眼,雷電將軍·開眼,雷電将軍·開眼,라이덴 쇼군·개안,Shogun Raiden - Révélation,Shogun Raiden: Illuminazione,Просветление,Shougun Raiden – Aufklärung,Raiden Shogun - Thức Tỉnh
$asset.nameCard:UI_NameCardPic_Kokomi_P,UI_NameCardPic_Kokomi_P,210093,89,Sangonomiya Kokomi: The Deep,珊瑚宫心海·渊,珊瑚宮心海·淵,珊瑚宮心海·淵,산고노미야 코코미·해연,Sangonomiya Kokomi - Profondeurs,Sangonomiya Kokomi: Profondità,Морская бездна,Sangonomiya Kokomi – Tiefe,Sangonomiya Kokomi - Biển Sâu
$asset.nameCard:UI_NameCardPic_Sara_P,UI_NameCardPic_Sara_P,210094,90,Kujou Sara: Tengu,九条裟罗·天狗,九條裟羅·天狗,九条裟羅·天狗,쿠죠 사라·텐구,Kujou Sara - Tengu,Kujou Sara: Tengu,Тэнгу,Kujou Sara – Tengu,Kujou Sara - Tengu
$asset.nameCard:UI_NameCardPic_Aloy_P,UI_NameCardPic_Aloy_P,210095,91,Aloy: Dawn,埃洛伊·曙光记,亞蘿伊·黎明記,アーロイ·ドーン,에일로이·서광,Aloy - Aube,Aloy: Dawn,Рассвет,Aloy – Horizont,Aloy - Nhật Ký Bình Minh
$asset.nameCard:UI_NameCardPic_Bp9_P,UI_NameCardPic_Bp9_P,210096,92,Travel Notes: Moonchaser,纪行·逐月,紀行·逐月,紀行·月逐い,기행·축월,PB - Désilune,Appunti di viaggio: Inseguendo la luna,Лунная охота,Erlebnispass – Vollmondtanz,Nhật Ký Hành Trình - Trục Nguyệt
$asset.nameCard:UI_NameCardPic_Daoqi2_P,UI_NameCardPic_Daoqi2_P,210097,93,Inazuma: Sangonomiya Crest,稻妻·珊瑚宫之纹,稻妻·珊瑚宮之紋,稲妻·珊瑚宮の紋,이나즈마·산고노미야의 문장,Inazuma - Emblème de Sangonomiya,Inazuma: Stemma dei Sangonomiya,Герб Сангономии,Inazuma – Sangonomiya-Wappen,Inazuma - Hoa Văn Sangonomiya
$asset.nameCard:UI_NameCardPic_Fishing_P,UI_NameCardPic_Fishing_P,210098,94,Achievement: Nails,成就·敲针,成就·敲針,アチーブメント·針叩き,업적·바늘 꿰기,Succès - Clous,Obiettivo: Chiodi,Гвозди,Errungenschaft – Nadelhaken,Thành Tựu - Đập Kim
$asset.nameCard:UI_NameCardPic_Concert_P,UI_NameCardPic_Concert_P,210099,95,Celebration: Tuneful Delight,庆典·倾耳,慶典·傾耳,祭典·傾聴,축제·경청,Célébration - Délice mélodieux,Celebrazione: Delizia melodiosa,Внимательное ухо,Feierlichkeit – Lauschende Ohren,Lễ Hội - Lắng Nghe Giai Điệu
$asset.nameCard:UI_NameCardPic_Sumo_P,UI_NameCardPic_Sumo_P,210100,96,Celebration: Ikki,庆典·一揆,慶典·一揆,祭典·一揆,축제·봉기,Célébration - Ikki,Celebrazione: Ikki,Икки,Feierlichkeit – Ikki,Lễ Hội - Ikki
$asset.nameCard:UI_NameCardPic_Tohma_P,UI_NameCardPic_Tohma_P,210101,97,Thoma: Blazing Guard,托马·炎袖,托馬·炎袖,トーマ·炎袖,토마·화염의 견갑,Thomas - Brassards ardents,Thoma: Difesa ardente,Пламенный рукав,Thoma – Flammenarmpanzer,Thoma - Băng Đỏ
$asset.nameCard:UI_NameCardPic_Bp10_P,UI_NameCardPic_Bp10_P,210102,98,Travel Notes: Heavenly General,纪行·神将,紀行·神將,紀行·神将,기행·신장(神將),PB - Général céleste,Appunti di viaggio: Generale celeste,Божественный генерал,Erlebnispass – Himmlischer General,Nhật Ký Hành Trình - Thần Tướng
$asset.nameCard:UI_NameCardPic_Daoqi3_P,UI_NameCardPic_Daoqi3_P,210103,99,Inazuma: Eagleplume,稻妻·鹫羽,稻妻·鷲羽,稲妻·鷲羽,이나즈마·독수리의 깃털,Inazuma - Plume d'aigle,Inazuma: Piuma d'aquila,Перо орла,Inazuma – Adlerfeder,Inazuma - Lông Đại Bàng
$asset.nameCard:UI_NameCardPic_Gorou_P,UI_NameCardPic_Gorou_P,210104,100,Gorou: Leisurely Hound,五郎·悠犬,五郎·悠犬,ゴロー·悠犬,고로·한가한 강아지,Gorou - Chien serein,Gorou: Segugio tranquillo,Безмятежный пёс,Gorou – Gemächlicher Jagdhund,Gorou - Chó Nhàn Nhã
$asset.nameCard:UI_NameCardPic_Itto_P,UI_NameCardPic_Itto_P,210105,101,Itto: Oni Face,一斗·鬼颜,一斗·鬼顏,一斗·鬼顔,이토·오니 얼굴,Itto - Visage d'Oni,Itto: Faccia da oni,Лицо óни,Itto – Oni-Gesicht,Itto - Mặt Quỷ
$asset.nameCard:UI_NameCardPic_Bp11_P,UI_NameCardPic_Bp11_P,210106,102,Travel Notes: Lyratum,纪行·白英,紀行·白英,紀行·白英,기행·백영(白英),PB - Lyratum,Appunti di viaggio: Lyratum,Паслён,Erlebnispass – Lyratum,Nhật Ký Hành Trình - Lyratum
$asset.nameCard:UI_NameCardPic_Shenhe_P,UI_NameCardPic_Shenhe_P,210107,103,Shenhe: Comb,申鹤·栉掠,申鶴·櫛掠,申鶴·櫛掠,신학·빗질,Shenhe - Peigne,Shenhe: Pettine,Гребень,Shenhe – Kamm,Shenhe - Tiết Lược
$asset.nameCard:UI_NameCardPic_Yunjin_P,UI_NameCardPic_Yunjin_P,210108,104,Yun Jin: Rhyme,云堇·对韵,雲堇·對韻,雲菫·対韻,운근·압운(押韻),Yun Jin - Rime,Yun Jin: Rima,Рифма,Yun Jin – Reim,Yun Jin - Đối Âm
$asset.nameCard:UI_NameCardPic_Daoqi4_P,UI_NameCardPic_Daoqi4_P,210109,105,Inazuma: Tokoyo,稻妻·常世,稻妻·常世,稲妻·常世,이나즈마·영원의 나라,Inazuma - Tokoyo,Inazuma: Tokoyo,Токоё,Inazuma – Tokoyo,Inazuma - Tokoyo
$asset.nameCard:UI_NameCardPic_Bp12_P,UI_NameCardPic_Bp12_P,210110,106,Travel Notes: Flowing Hues,纪行·流彩,紀行·流彩,紀行·流彩,기행·유채,PB - Teinte fluide,Appunti di viaggio: Multicolore,Струящиеся оттенки,Erlebnispass – Flüchtige Farben,Nhật Ký Hành Trình - Sắc Màu
$asset.nameCard:UI_NameCardPic_Bartender_P,UI_NameCardPic_Bartender_P,210111,107,Celebration: Binge Vessel,庆典·觥筹,慶典·觥籌,祭典·祝杯,축제·술잔,Célébration - Enivrement,Celebrazione: Ebbrezza,Кубки и развлечения,Feierlichkeit – Trinkgelage,Tiệc Mừng - Linh Đình
$asset.nameCard:UI_NameCardPic_Yae1_P,UI_NameCardPic_Yae1_P,210112,108,Yae Miko: Kitsune Dreaming,八重神子·梦狐,八重神子·夢狐,八重神子·夢狐,야에 미코·여우의 꿈,Yae Miko - Kitsune rêveuse,Yae Miko: Kitsune onirica,Мечтательная кицунэ,Yae Miko – Fuchs im Traum,Yae Miko - Hồ Ly Mơ Mộng
$asset.nameCard:UI_NameCardPic_Bp13_P,UI_NameCardPic_Bp13_P,210113,109,Travel Notes: Awakening,纪行·蛰醒,紀行·蟄醒,紀行·啓蟄,기행·계칩,PB - Éveil,Appunti di viaggio: Risveglio,Пробуждение,Erlebnispass – Frühlingserwachen,Nhật Ký Hành Trình - Thức Tỉnh
$asset.nameCard:UI_NameCardPic_Ayato_P,UI_NameCardPic_Ayato_P,210114,110,Kamisato Ayato: Ripple,神里绫人·涟漪,神里綾人·漣漪,神里綾人·細波,카미사토 아야토·잔물결,Kamisato Ayato - Ondulation,Kamisato Ayato: Increspatura,Лёгкая зыбь,Kamisato Ayato – Wellen,Kamisato Ayato - Gợn Sóng
$asset.nameCard:UI_NameCardPic_LuminanceStone_P,UI_NameCardPic_LuminanceStone_P,210115,111,Lumens: Stone of Light,流明·辉石,流明·輝石,流明·輝石,유명·휘석,Lumen - Pierre de lumière,Lumen: Pietra della luce,Камень света,Lumen – Schimmernder Stein,Lưu Minh - Huy Thạch
$asset.nameCard:UI_NameCardPic_Tzz5_P,UI_NameCardPic_Tzz5_P,210116,112,Achievement: Thunderclap,成就·雷音,成就·雷音,アチーブメント·雷音,업적·뇌음,Succès - Coup de tonnerre,Obiettivo: Tuono,Раскат грома,Errungenschaft – Donnerdröhnen,Thành Tựu - Sấm Sét
$asset.nameCard:UI_NameCardPic_Cenyan1_P,UI_NameCardPic_Cenyan1_P,210117,113,Achievement: Chasm,成就·层岩,成就·層岩,アチーブメント·層岩,업적·층암,Succès - Gouffre,Obiettivo: Voragine,Разлом,Errungenschaft – Große Kluft,Thành Tựu - Núi Đá
$asset.nameCard:UI_NameCardPic_Bp14_P,UI_NameCardPic_Bp14_P,210118,114,Travel Notes: Irodori,纪行·容彩,紀行·容彩,紀行·容彩,기행·이로도리,PB - Irodori,Appunti di viaggio: Irodori,Иродори,Erlebnispass – Irodori,Nhật Ký Hành Trình - Irodori
$asset.nameCard:UI_NameCardPic_Yelan_P,UI_NameCardPic_Yelan_P,210119,115,Yelan: Throw,夜兰·一掷,夜蘭·一擲,夜蘭·一擲,야란·일척,Yelan - Jet,Yelan: Lancio,Бросок,Yelan – Würfel,Yelan - Đổ Xúc Xắc
$asset.nameCard:UI_NameCardPic_Shinobu_P,UI_NameCardPic_Shinobu_P,210120,116,Kuki Shinobu: Net,久岐忍·络,久岐忍·絡,久岐忍·絡,쿠키 시노부·그물,Kuki Shinobu - Tissage,Kuki Shinobu: Rete,Сеть,Kuki Shinobu – Netz,Kuki Shinobu - Lưới
$asset.nameCard:UI_NameCardPic_Bp15_P,UI_NameCardPic_Bp15_P,210121,117,Travel Notes: Divine Will,纪行·天命,紀行·天命,紀行·天命,기행·천명,PB - Destinée,Appunti di viaggio: Volontà divina,Провидение,Erlebnispass – Himmlischer Wille,Nhật Ký Hành Trình - Thiên Mệnh
$asset.nameCard:UI_NameCardPic_Heizo_P,UI_NameCardPic_Heizo_P,210122,118,Shikanoin Heizou: Temari,鹿野院平藏·鞠毬,鹿野院平藏·鞠毬,鹿野院平蔵·鞠,시카노인 헤이조·테마리,Shikanoin Heizou - Temari,Shikanoin Heizou: Temari,Тэмари,Shikanoin Heizou – Temari,Shikanoin Heizou - Temari
$asset.nameCard:UI_NameCardPic_Bp16_P,UI_NameCardPic_Bp16_P,210123,119,Travel Notes: Azure Main,纪行·海蓝,紀行·海藍,紀行·海藍,기행·바닷빛,PB - Azur marin,Appunti di viaggio: Grande blu,Лазурный берег,Erlebnispass – Meeresblau,Nhật Ký Hành Trình - Biển Xanh
$asset.nameCard:UI_NameCardPic_Tighnari_P,UI_NameCardPic_Tighnari_P,210124,120,Tighnari: Dew-Kissed,提纳里·沐露,提納里·沐露,ティナリ·沐露,타이나리·이슬 오일,Tighnari - Baigné de rosée,Tighnari: Rugiada della radiosità,Омовение росами,Tighnari – Vom Tau geküsst,Tighnari - Mộc Lộ
$asset.nameCard:UI_NameCardPic_Collei_P,UI_NameCardPic_Collei_P,210125,121,Collei: Good Virtue,柯莱·豹蔚,柯萊·豹蔚,コレイ·春風駘蕩,콜레이·표변,Collei - Vertu,Collei: Virtù,Благородство леопарда,Collei – Tugend,Collei - Quân Tử
$asset.nameCard:UI_NameCardPic_Dori_P,UI_NameCardPic_Dori_P,210126,122,Dori: Jinni,多莉·魔灯,多莉·魔燈,ドリー·魔法のランプ,도리·요술 램프,Dori - Lampe magique,Dori: Djinn,Джинн,Dori – Flaschengeist,Dori - Đèn Thần
$asset.nameCard:UI_NameCardPic_Bp17_P,UI_NameCardPic_Bp17_P,210127,123,Travel Notes: Woodlands,纪行·深林,紀行·深林,紀行·深林,기행·깊은 숲,PB - Fond des bois,Appunti di viaggio: Boschi,Чаща леса,Erlebnispass – Waldland,Nhật Ký Hành Trình - Rừng Sâu
$asset.nameCard:UI_NameCardPic_Csxy3_P,UI_NameCardPic_Csxy3_P,210128,124,Achievement: Roaming,成就·漫行,成就·漫行,アチーブメント·漫遊,업적·만행,Succès - Errance,Obiettivo: Viaggio,Странствие,Errungenschaft – Umherwandern,Thành tựu - Dạo Bước
$asset.nameCard:UI_NameCardPic_Ysxf3_P,UI_NameCardPic_Ysxf3_P,210129,125,Achievement: Fated Encounter,成就·逢缘,成就·逢緣,アチーブメント·合縁,업적·인연,Succès - Destin,Obiettivo: Incontro predestinato,Судьбоносная встреча,Errungenschaft – Schicksal,Thành tựu - Hữu Duyên
$asset.nameCard:UI_NameCardPic_Xm1_P,UI_NameCardPic_Xm1_P,210130,126,Sumeru: Shimmering Woods,须弥·瑶林,須彌·瑤林,スメール·瑶林,수메르·눈부신 숲,Sumeru - Bois scintillants,Sumeru: Selva splendente,Драгоценный лес,Sumeru – Schimmernde Wälder,Sumeru - Tiên Cảnh
$asset.nameCard:UI_NameCardPic_Xumi1_P,UI_NameCardPic_Xumi1_P,210131,127,Sumeru: Observance,须弥·照览,須彌·照覽,スメール·照覧,수메르·조람,Sumeru - Observance,Sumeru: Osservanza,Наблюдение,Sumeru – Beobachtung,Sumeru - Chiếu Rọi
$asset.nameCard:UI_NameCardPic_Xumi2_P,UI_NameCardPic_Xumi2_P,210132,128,Sumeru: Unsullied,须弥·正明,須彌·正明,スメール·正明,수메르·정명,Sumeru - Rectitude,Sumeru: Incontaminazione,Безупречность,Sumeru – Unbefleckt,Sumeru - Quang Minh
$asset.nameCard:UI_NameCardPic_Bp18_P,UI_NameCardPic_Bp18_P,210133,129,Travel Notes: Returning Winds,纪行·归风,紀行·歸風,紀行·帰風,기행·돌아온 바람,PB - Vent de retour,Appunti di viaggio: Venti di ritorno,Возвращение ветров,Erlebnispass – Heimkehr,Nhật Ký Hành Trình Gió Về
$asset.nameCard:UI_NameCardPic_Cyno_P,UI_NameCardPic_Cyno_P,210134,130,Cyno: Silence,赛诺·幽缄,賽諾·幽緘,セノ·噤閉,사이노·침묵,Cyno - Sérénité,Cyno: Silenzio,Спокойствие,Cyno – Innere Ruhe,Cyno - Yên Lặng
$asset.nameCard:UI_NameCardPic_Candace_P,UI_NameCardPic_Candace_P,210135,131,Candace: Gray Heron,坎蒂丝·苍鹭,坎蒂絲·蒼鷺,キャンディス·蒼鷺,캔디스·푸른빛 새,Candace - Héronne cendrée,Candace: Airone grigio,Серая цапля,Candace – Graureiher,Candace - Vạc Trời
$asset.nameCard:UI_NameCardPic_Nilou_P,UI_NameCardPic_Nilou_P,210136,132,Nilou: Lotus Dance,妮露·莲舞,妮露·蓮舞,ニィロウ·蓮舞,닐루·수련의 춤,Nilou - Danse du lotus,Nilou: Danza del loto,Танец лотоса,Nilou – Lotostanz,Nilou - Vũ Điệu Hoa Sen
$asset.nameCard:UI_NameCardPic_Yszj2_P,UI_NameCardPic_Yszj2_P,210137,133,Achievement: Seven Lights,成就·七芒,成就·七芒,アチーブメント·七芒,업적·일곱 개의 빛,Succès - Sept lumières,Obiettivo: Sette luci,Семь лучей,Errungenschaft – Sieben Farben,Thành Tựu - Bảy Tia Sáng
$asset.nameCard:UI_NameCardPic_Xm2_P,UI_NameCardPic_Xm2_P,210138,134,Sumeru: Sandtreader,须弥·踏沙,須彌·踏沙,スメール·砂踏み,수메르·모래 밟기,Sumeru - Marche-sable,Sumeru: Schiacciasabbia,Идущий по песку,Sumeru – Sandmeerwanderung,Sumeru - Giẫm Chân Lên Cát
$asset.nameCard:UI_NameCardPic_Tzz6_P,UI_NameCardPic_Tzz6_P,210139,135,Achievement: Mirrored Dreams,成就·镜梦,成就·鏡夢,アチーブメント·鏡の夢,업적·거울의 꿈,Succès - Rêves reflétés,Obiettivo: Sogni specchiati,Зеркальные воспоминания,Errungenschaft – Gespiegelte Träume,Thành Tựu - Giấc Mơ Phản Chiếu
$asset.nameCard:UI_NameCardPic_Nahida_P,UI_NameCardPic_Nahida_P,210140,136,Nahida: Crescent,纳西妲·仰月,納西妲·仰月,ナヒーダ·月を仰ぐ,나히다·초승달,Nahida - Croissant,Nahida: mezzaluna,Полумесяц,Nahida – Sichelmond,Nahida - Ngắm Trăng
$asset.nameCard:UI_NameCardPic_Layla_P,UI_NameCardPic_Layla_P,210141,137,Layla: Daydream,莱依拉·昼梦,萊依拉·晝夢,レイラ·白昼夢,레일라·백일몽,Layla - Rêverie,Layla: sogno a occhi aperti,Грёзы,Layla – Tagtraum,Layla - Giấc Mơ Ban Ngày
$asset.nameCard:UI_NameCardPic_Bp19_P,UI_NameCardPic_Bp19_P,210142,138,Travel Notes: Fungus Land,纪行·蕈原,紀行·蕈原,紀行·蕈原,기행·버섯 들판,PB - Fongisme,Appunti di viaggio: terra dei Miconoidi,Грибная страна,Erlebnispass – Pilzfeld,Nhật Ký Hành Trình Rừng Nấm
$asset.nameCard:UI_NameCardPic_Wanderer_P,UI_NameCardPic_Wanderer_P,210143,139,Wanderer: Drifter's Ballad,流浪者·浮歌,流浪者·浮歌,放浪者·憂き世の歌,방랑자·떠도는 자의 노래,Nomade - Ballade d'errance,Vagabondo: Ballata effimera,Баллада скитальца,Wanderer – Ballade des Herumtreibers,Kẻ Lang Thang - Phù Ca
$asset.nameCard:UI_NameCardPic_Faruzan_P,UI_NameCardPic_Faruzan_P,210144,140,Faruzan: Sealed Secret,珐露珊·封秘,琺露珊·封秘,ファルザン·封じられた秘密,파루잔·봉인된 비밀,Faruzan - Secret scellé,Faruzan: Segreto sigillato,Запечатанный секрет,Faruzan – Versiegelte Geheimnisse,Faruzan - Bí Mật Của Phong Ấn
$asset.nameCard:UI_NameCardPic_Gcg1_P,UI_NameCardPic_Gcg1_P,210145,141,Achievement: Invoker,成就·七圣,成就·七聖,アチーブメント·七聖,업적·일곱 성인,Succès - Invocateur,Obiettivo: Invokatore,Призыватель,Errungenschaft – Beschwörer,Thành Tựu - Thất Thánh
$asset.nameCard:UI_NameCardPic_Bp20_P,UI_NameCardPic_Bp20_P,210146,142,Travel Notes: Stellar Rivers,纪行·灵津,紀行·靈津,紀行·霊津,기행·은하수,PB - Rivières stellaires,Appunti di viaggio: Fiumi spirituali,Звёздные реки,Erlebnispass – Milchstraße,Nhật Ký Hành Trình - Dòng Đời
$asset.nameCard:UI_NameCardPic_Alhatham_P,UI_NameCardPic_Alhatham_P,210147,143,Alhaitham: Enlightenment,艾尔海森·诲明,艾爾海森·誨明,アルハイゼン·叡誨,알하이탐·충고,Alhaitham - Érudition,Alhaitham: Illuminazione,Прозрение,Alhaitham – Belehrsamkeit,Alhaitham - Giác Ngộ
$asset.nameCard:UI_NameCardPic_Yaoyao_P,UI_NameCardPic_Yaoyao_P,210148,144,Yaoyao: Yuegui,瑶瑶·月桂,瑤瑤·月桂,ヨォーヨ·月桂,요요·월계,Yaoyao - Yuegui,Yaoyao: Yuegui,Юэгуй,Yaoyao – Yuegui,Yaoyao - Nguyệt Quế
$asset.nameCard:UI_NameCardPic_Cadillac_P,UI_NameCardPic_Cadillac_P,210149,145,Celebration: Lenticular Clouds,庆典·岫云,慶典·岫雲,祭典·岫雲,축제·산 구름,Célébration - Nuage lenticulaire,Celebrazione: Nuvole lenticolari,Ленточные облака,Feierlichkeit – Linsenwolken,Lễ Hội - Mây Trôi
$asset.nameCard:UI_NameCardPic_Bp21_P,UI_NameCardPic_Bp21_P,210150,146,Travel Notes: Rhythm and Rhyme,纪行·合韵,紀行·合韻,紀行·同韻,기행·화음,PB - Rime,Appunti di viaggio: Rime in musica,Благозвучие,Erlebnispass – Reim,Nhật Ký Hành Trình - Hòa Tấu
$asset.nameCard:UI_NameCardPic_Xm3_P,UI_NameCardPic_Xm3_P,210151,147,Sumeru: Sandstorm,须弥·砂岚,須彌·砂嵐,スメール·砂嵐,수메르·모래폭풍,Sumeru - Tempête de sable,Sumeru: Tempesta di sabbia,Пыль,Sumeru – Sandsturm,Sumeru - Bão Cát
$asset.nameCard:UI_NameCardPic_Dehya_P,UI_NameCardPic_Dehya_P,210152,148,Dehya: Purifying Flame,迪希雅·净焰,迪希雅·淨焰,ディシア·浄焔,데히야·정화의 불꽃,Dehya - Feu purifiant,Dehya: Fiamma purificatrice,Очищающее пламя,Dehya – Unzähmbares Feuer,Dehya - Lửa Thiêng
$asset.nameCard:UI_NameCardPic_Mika_P,UI_NameCardPic_Mika_P,210153,149,Mika: Index,米卡·索引,米卡·索引,ミカ·インデックス,미카·색인,Mika - Index,Mika: Indice,Указатель,Mika – Index,Mika - Dẫn Lối
$asset.nameCard:UI_NameCardPic_Bp22_P,UI_NameCardPic_Bp22_P,210154,150,Travel Notes: Artful Intent,纪行·意巧,紀行·意巧,紀行·意楽,기행·절묘한 의도,PB - Débrouillardise,Appunti di viaggio: Intento ingegnoso,Искусный замысел,Erlebnispass – Zuneigung,Nhật Ký Hành Trình - Nghệ Thuật
$asset.nameCard:UI_NameCardPic_Baizhuer_P,UI_NameCardPic_Baizhuer_P,210155,151,Baizhu: Relief,白术·祛风,白朮·祛風,白朮·去風,백출·거풍,Baizhu - Soulagement,Baizhu: Sollievo,Облегчение,Baizhu – Vorbeugung,Baizhu - Khư Phong
$asset.nameCard:UI_NameCardPic_Kaveh_P,UI_NameCardPic_Kaveh_P,210156,152,Kaveh: Domed Court,卡维·穹庭,卡維·穹庭,カーヴェ·天穹の庭,카베·하늘의 돔,Kaveh - Firmament,Kaveh: Corte con cupola,Сводчатый дворец,Kaveh – Firmament,Kaveh - Vòm Trời
$asset.nameCard:UI_NameCardPic_Xm4_P,UI_NameCardPic_Xm4_P,210157,153,Achievement: Infinitum,成就·万种,成就·萬種,アチーブメント·万種,업적·모든 씨앗,Succès - Myriade,Obiettivo: Infinitum,Бесконечность,Errungenschaft – Unendliche Samen,Thành Tựu - Vạn Chủng
$asset.nameCard:UI_NameCardPic_Tzz7_P,UI_NameCardPic_Tzz7_P,210158,154,Achievement: Transient Twilight,成就·槿暮,成就·槿暮,アチーブメント·木槿の誰そ彼,업적·밤에 지는 꽃,Succès - Crépuscule éphémère,Obiettivo: Crepuscolo transiente,Сумерки перехода,Errungenschaft – Vergänglichkeit,Thành Tựu - Chạng Vạng
$asset.nameCard:UI_NameCardPic_Vasara_P,UI_NameCardPic_Vasara_P,210159,155,Sumeru: The Great Dream,须弥·大梦,須彌·大夢,スメール·大夢,수메르·큰 꿈,Sumeru - Grand rêve,Sumeru: Il Gran Sogno,Большая мечта,Sumeru – Großer Traum,Sumeru - Giấc Mộng
$asset.nameCard:UI_NameCardPic_OfferingPari_P,UI_NameCardPic_OfferingPari_P,210160,156,Sumeru: Amrita,须弥·甘露,須彌·甘露,スメール·甘露,수메르·감로,Sumeru - Amrita,Sumeru: Amrita,Амрита,Sumeru – Amrita,Sumeru - Amrita
$asset.nameCard:UI_NameCardPic_Bp23_P,UI_NameCardPic_Bp23_P,210161,157,Travel Notes: Crown of Glory,纪行·荣冕,紀行·榮冕,紀行·栄冠,기행·영광의 관,PB - Lauriers,Appunti di viaggio: Corona gloriosa,Корона славы,Erlebnispass – Blumenkranz,Nhật Ký Hành Trình - Vương Miện
$asset.nameCard:UI_NameCardPic_Kirara_P,UI_NameCardPic_Kirara_P,210162,158,Kirara: Neko Box,绮良良·猫箱,綺良良·貓箱,綺良々·猫箱,키라라·냥냥 상자,Kirara - Neko-colis,Kirara: Nekoscatola,Посылка нэко,Kirara – Neko-Kiste,Kirara - Bưu Kiện Mèo
$asset.nameCard:UI_NameCardPic_Bp24_P,UI_NameCardPic_Bp24_P,210163,159,Travel Notes: Secrets,纪行·秘典,紀行·秘典,紀行·秘典,기행·비전,PB - Secret d'invoqueur,Appunti di viaggio: Segreti,Секреты,Erlebnispass – Kodex,Nhật Ký Hành Trình - Triệu Hồi
$asset.nameCard:UI_NameCardPic_Bp25_P,UI_NameCardPic_Bp25_P,210164,160,Travel Notes: Vivid Illumination,纪行·溢彩,紀行·溢彩,紀行·溢彩,기행·눈부신 색채,PB - Enluminure,Appunti di viaggio: Illuminazione vivida,Сияющие цвета,Erlebnispass – Farbenquell,Nhật Ký Hành Trình - Chói Lọi
$asset.nameCard:UI_NameCardPic_Liney_P,UI_NameCardPic_Liney_P,210165,161,Lyney: Pretense,林尼·弄假,林尼·弄假,リネ·幻像,리니·거짓,Lyney - Simulacre,Lyney: Messinscena,Притворство,Lyney – Täuschung,Lyney - Giả Vờ
$asset.nameCard:UI_NameCardPic_Linette_P,UI_NameCardPic_Linette_P,210166,162,Lynette: Earnestness,琳妮特·成真,琳妮特·成真,リネット·実現,리넷·진심,Lynette - Intégrité,Lynette: Sincerità,Серьёзность,Lynette – Wahrwerden,Lynette - Thành Thật
$asset.nameCard:UI_NameCardPic_Freminet_P,UI_NameCardPic_Freminet_P,210167,163,Freminet: Progress,菲米尼·行进,菲米尼·行進,フレミネ·行進,프레미네·행진,Fréminet - Progrès,Freminet: Progressi,Прогресс,Fréminet – Vorwärts,Freminet - Tiếp Bước
$asset.nameCard:UI_NameCardPic_FD1_P,UI_NameCardPic_FD1_P,210168,164,Fontaine: Judgment,枫丹·审判,楓丹·審判,フォンテーヌ·審判,폰타인·심판,Fontaine - Jugement,Fontaine: Giudizio,Правосудие,Fontaine – Verhandlung,Fontaine - Thẩm Phán
$asset.nameCard:UI_NameCardPic_Ysxf4_P,UI_NameCardPic_Ysxf4_P,210169,165,Achievement: Orbits,成就·轨迹,成就·軌跡,アチーブメント·軌跡,업적·궤적,Succès - Chemins,Obiettivo: Orbite,Орбиты,Errungenschaft – Pfad,Thành Tựu - Quỹ Đạo
$asset.nameCard:UI_NameCardPic_Csxy4_P,UI_NameCardPic_Csxy4_P,210170,166,Achievement: Mariner,成就·游涉,成就·游涉,アチーブメント·漫遊,업적·물걸음,Succès - Vogue,Obiettivo: Marinaio,Мореход,Errungenschaft – Wandern,Thành Tựu - Du Ngoạn
$asset.nameCard:UI_NameCardPic_Fontaine1_P,UI_NameCardPic_Fontaine1_P,210171,167,Fontaine: Wondrous Machine,枫丹·奇械,楓丹·奇械,フォンテーヌ·奇械,폰타인·오토마톤,Fontaine - Technologie,Fontaine: Macchinario fantastico,Удивительный механизм,Fontaine – Innovation,Fontaine - Cỗ Máy Kỳ Diệu
$asset.nameCard:UI_NameCardPic_Fontaine2_P,UI_NameCardPic_Fontaine2_P,210172,168,Fontaine: Big News,枫丹·新闻,楓丹·新聞,フォンテーヌ·ニュース,폰타인·뉴스,Fontaine - Actualités,Fontaine: Grandi notizie,Новости,Fontaine – Nachrichten,Fontaine - Tin Tức
$asset.nameCard:UI_NameCardPic_Bp26_P,UI_NameCardPic_Bp26_P,210173,169,Travel Notes: Primordial Waters,纪行·源水,紀行·源水,紀行·源水,기행·원천,PB - Source des eaux,Appunti di viaggio: Acque primordiali,Первозданные воды,Erlebnispass – Quellwasser,Nhật Ký Hành Trình - Khởi Nguyên
